dataset,seed,family_1,family_2,jaccard_hh,n_hh_1,n_hh_2,variance_correlation
adult,6,GBM,RF,0.09515418502202644,216.0,1027.0,
adult,6,GBM,kNN,0.04979253112033195,216.0,290.0,
adult,6,LogReg,MLP,0.024311183144246355,42.0,1222.0,
adult,6,LogReg,RF,0.01231060606060606,42.0,1027.0,
adult,6,LogReg,kNN,0.0,42.0,290.0,
adult,6,MLP,RF,0.22896174863387977,1222.0,1027.0,
adult,6,MLP,kNN,0.03774879890185312,1222.0,290.0,
adult,6,RF,kNN,0.10117056856187291,1027.0,290.0,
adult,6,GBM,LogReg,,,,0.48502940884194556
adult,6,GBM,MLP,,,,0.3731523785360738
adult,6,GBM,RF,,,,0.5592850855729702
adult,6,GBM,kNN,,,,0.24025719359085423
adult,6,LogReg,MLP,,,,0.14855468503759287
adult,6,LogReg,RF,,,,0.5297851023308177
adult,6,LogReg,kNN,,,,0.20000414997658122
adult,6,MLP,RF,,,,0.37308983106492477
adult,6,MLP,kNN,,,,0.35302027971648486
adult,6,RF,kNN,,,,0.36934007388768814
adult,7,GBM,LogReg,0.008368200836820083,463.0,19.0,
adult,7,GBM,MLP,0.2503285151116951,463.0,1440.0,
adult,7,GBM,RF,0.12134831460674157,463.0,1034.0,
adult,7,GBM,kNN,0.10843373493975904,463.0,733.0,
adult,7,LogReg,MLP,0.006901311249137336,19.0,1440.0,
adult,7,LogReg,RF,0.0038131553860819827,19.0,1034.0,
adult,7,LogReg,kNN,0.0,19.0,733.0,
adult,7,MLP,RF,0.24384112619406736,1440.0,1034.0,
adult,7,MLP,kNN,0.15400955921402018,1440.0,733.0,
adult,7,RF,kNN,0.16865079365079366,1034.0,733.0,
adult,7,GBM,LogReg,,,,0.5660002497697462
adult,7,GBM,MLP,,,,0.3436029891282427
adult,7,GBM,RF,,,,0.6507349623812008
adult,7,GBM,kNN,,,,0.24232143345926915
adult,7,LogReg,MLP,,,,0.1548524656390132
adult,7,LogReg,RF,,,,0.5290019418481899
adult,7,LogReg,kNN,,,,0.22117243815695564
adult,7,MLP,RF,,,,0.440305919604022
adult,7,MLP,kNN,,,,0.2989791686343599
adult,7,RF,kNN,,,,0.41902244593723526
adult,8,GBM,LogReg,0.010309278350515464,81.0,17.0,
adult,8,GBM,MLP,0.05550883095037847,81.0,1174.0,
adult,8,GBM,RF,0.018312101910828025,81.0,1198.0,
adult,8,GBM,kNN,0.022813688212927757,81.0,457.0,
adult,8,LogReg,MLP,0.0118946474086661,17.0,1174.0,
adult,8,LogReg,RF,0.004962779156327543,17.0,1198.0,
adult,8,LogReg,kNN,0.0021141649048625794,17.0,457.0,
adult,8,MLP,RF,0.25237592397043296,1174.0,1198.0,
adult,8,MLP,kNN,0.05566343042071197,1174.0,457.0,
adult,8,RF,kNN,0.15815255423372987,1198.0,457.0,
adult,8,GBM,LogReg,,,,0.16855914141436007
adult,8,GBM,MLP,,,,0.44297957569759705
adult,8,GBM,RF,,,,0.2855750017087216
adult,8,GBM,kNN,,,,0.22772919784425774
adult,8,LogReg,MLP,,,,0.1478051046700359
adult,8,LogReg,RF,,,,0.5075329966840129
adult,8,LogReg,kNN,,,,0.15917562646077338
adult,8,MLP,RF,,,,0.3958942659864781
adult,8,MLP,kNN,,,,0.3535307909185011
adult,8,RF,kNN,,,,0.3731931656749939
adult,9,GBM,LogReg,0.06529209621993128,253.0,57.0,
adult,9,GBM,MLP,0.19120287253141832,253.0,1074.0,
adult,9,GBM,RF,0.06480117820324006,253.0,1193.0,
adult,9,GBM,kNN,0.09969167523124357,253.0,817.0,
adult,9,LogReg,MLP,0.040478380864765406,57.0,1074.0,
adult,9,LogReg,RF,0.009693053311793215,57.0,1193.0,
adult,9,LogReg,kNN,0.004597701149425287,57.0,817.0,
adult,9,MLP,RF,0.22276159654800431,1074.0,1193.0,
adult,9,MLP,kNN,0.1694495980210266,1074.0,817.0,
adult,9,RF,kNN,0.1879432624113475,1193.0,817.0,
adult,9,GBM,LogReg,,,,0.42278106431357065
adult,9,GBM,MLP,,,,0.41352700776425066
adult,9,GBM,RF,,,,0.49820913312831666
adult,9,GBM,kNN,,,,0.24061956881694577
adult,9,LogReg,MLP,,,,0.14417424650574515
adult,9,LogReg,RF,,,,0.5551311066671004
adult,9,LogReg,kNN,,,,0.16740513559947878
adult,9,MLP,RF,,,,0.3693148927683679
adult,9,MLP,kNN,,,,0.35333031721733305
adult,9,RF,kNN,,,,0.3647113653911202
